Sample	Reads_number	Unique_best_hit	Mapping_efficiency	No_alignments	Total_Cs	Total_CsM_CpG	Total_CsM_CHG	Total_CsM_CHH	Total_CsM_UNKNOWN	Total_CsU_CpG	CsM_CpG	CsM_CHG	CsM_CHH	CsM_UNKNOWN
sampling_872_317_trimmed.fastq	820	465	56.7%	201	8024	492	16	32	0	218	69.3%	0.8%	0.6%	0.0%
sampling_872_318_trimmed.fastq	798	429	53.8%	204	7301	458	14	28	0	216	68.0%	0.8%	0.6%	
sampling_872_319_trimmed.fastq	807	461	57.1%	220	7864	481	15	30	0	200	70.6%	0.8%	0.6%	0.0%
sampling_872_31_trimmed.fastq	810	449	55.4%	201	8026	464	8	30	0	181	71.9%	0.4%	0.6%	0.0%
sampling_872_320_trimmed.fastq	815	467	57.3%	201	8150	472	10	36	0	197	70.6%	0.5%	0.7%	0.0%
sampling_872_321_trimmed.fastq	806	431	53.5%	214	7376	432	17	24	0	227	65.6%	0.9%	0.5%	0.0%
sampling_872_322_trimmed.fastq	805	458	56.9%	185	7966	523	11	27	0	218	70.6%	0.6%	0.5%	0.0%
sampling_872_323_trimmed.fastq	799	464	58.1%	190	7881	540	13	29	0	192	73.8%	0.7%	0.6%	0.0%
sampling_872_324_trimmed.fastq	797	457	57.3%	184	7987	515	12	20	1	200	72.0%	0.6%	0.4%	16.7%
sampling_872_325_trimmed.fastq	818	451	55.1%	193	7294	468	8	27	0	167	73.7%	0.4%	0.6%	0.0%
sampling_872_326_trimmed.fastq	820	476	58.0%	204	8346	481	12	38	0	243	66.4%	0.6%	0.7%	0.0%
sampling_872_327_trimmed.fastq	798	424	53.1%	209	7007	434	11	29	0	179	70.8%	0.6%	0.6%	0.0%
sampling_872_328_trimmed.fastq	799	436	54.6%	209	7519	462	19	23	0	233	66.5%	1.0%	0.5%	0.0%
sampling_872_329_trimmed.fastq	812	465	57.3%	188	7989	478	15	26	0	263	64.5%	0.7%	0.5%	0.0%
sampling_872_32_trimmed.fastq	804	432	53.7%	231	7575	481	12	34	1	199	70.7%	0.6%	0.7%	20.0%
sampling_872_330_trimmed.fastq	802	436	54.4%	206	7550	440	10	42	0	213	67.4%	0.5%	0.8%	0.0%
sampling_872_331_trimmed.fastq	818	437	53.4%	233	7539	484	10	34	0	186	72.2%	0.5%	0.7%	0.0%
sampling_872_332_trimmed.fastq	806	464	57.6%	195	7924	530	24	41	0	203	72.3%	1.2%	0.8%	0.0%
sampling_872_333_trimmed.fastq	804	439	54.6%	203	7509	495	10	29	0	203	70.9%	0.5%	0.6%	0.0%
sampling_872_334_trimmed.fastq	813	478	58.8%	204	8500	575	11	40	0	219	72.4%	0.5%	0.7%	0.0%
sampling_872_335_trimmed.fastq	804	454	56.5%	209	8144	490	8	34	0	231	68.0%	0.4%	0.6%	0.0%
sampling_872_336_trimmed.fastq	810	451	55.7%	216	7592	510	14	20	0	198	72.0%	0.7%	0.4%	0.0%
sampling_872_337_trimmed.fastq	805	447	55.5%	230	7726	461	11	30	0	199	69.8%	0.6%	0.6%	0.0%
sampling_872_338_trimmed.fastq	811	469	57.8%	211	8100	531	19	36	0	189	73.8%	0.9%	0.7%	0.0%
sampling_872_339_trimmed.fastq	801	446	55.7%	202	7775	509	10	35	0	225	69.3%	0.5%	0.7%	0.0%
sampling_872_33_trimmed.fastq	806	434	53.8%	213	7392	480	16	31	0	195	71.1%	0.8%	0.6%	0.0%
sampling_872_340_trimmed.fastq	797	459	57.6%	205	7909	527	9	25	0	168	75.8%	0.5%	0.5%	0.0%
sampling_872_341_trimmed.fastq	808	483	59.8%	197	8087	522	13	24	0	170	75.4%	0.6%	0.5%	0.0%
sampling_872_342_trimmed.fastq	807	467	57.9%	206	7921	512	11	29	1	203	71.6%	0.5%	0.6%	33.3%
sampling_872_343_trimmed.fastq	803	426	53.1%	218	7332	443	13	27	0	236	65.2%	0.7%	0.6%	0.0%
sampling_872_344_trimmed.fastq	805	443	55.0%	184	7791	505	12	40	0	169	74.9%	0.6%	0.8%	0.0%
sampling_872_345_trimmed.fastq	798	469	58.8%	197	8139	542	14	49	0	188	74.2%	0.7%	0.9%	0.0%
sampling_872_346_trimmed.fastq	801	462	57.7%	176	8036	490	9	26	1	235	67.6%	0.4%	0.5%	33.3%
sampling_872_347_trimmed.fastq	805	464	57.6%	207	8117	525	18	36	0	210	71.4%	0.9%	0.7%	0.0%
sampling_872_348_trimmed.fastq	817	434	53.1%	208	7354	491	10	29	0	208	70.2%	0.5%	0.6%	0.0%
sampling_872_349_trimmed.fastq	799	421	52.7%	212	7280	458	11	40	0	183	71.5%	0.6%	0.8%	0.0%
sampling_872_34_trimmed.fastq	810	446	55.1%	225	7614	472	16	30	0	200	70.2%	0.9%	0.6%	0.0%
sampling_872_350_trimmed.fastq	815	446	54.7%	213	7828	526	14	31	0	184	74.1%	0.7%	0.6%	0.0%
sampling_872_351_trimmed.fastq	822	447	54.4%	232	7792	474	9	24	0	181	72.4%	0.5%	0.5%	0.0%
sampling_872_352_trimmed.fastq	801	448	55.9%	196	7864	558	9	28	2	153	78.5%	0.4%	0.5%	28.6%
sampling_872_353_trimmed.fastq	803	439	54.7%	205	7565	437	8	28	0	197	68.9%	0.4%	0.6%	0.0%
sampling_872_354_trimmed.fastq	811	439	54.1%	203	7445	423	12	35	0	215	66.3%	0.6%	0.7%	0.0%
sampling_872_355_trimmed.fastq	787	470	59.7%	176	8116	502	16	41	1	218	69.7%	0.8%	0.8%	11.1%
sampling_872_356_trimmed.fastq	806	453	56.2%	216	7668	484	12	24	0	227	68.1%	0.6%	0.5%	0.0%
sampling_872_357_trimmed.fastq	806	410	50.9%	255	6794	464	9	18	0	167	73.5%	0.5%	0.4%	0.0%
sampling_872_358_trimmed.fastq	823	447	54.3%	209	7753	470	10	23	0	193	70.9%	0.5%	0.4%	0.0%
sampling_872_359_trimmed.fastq	817	461	56.4%	199	7808	478	23	33	0	217	68.8%	1.2%	0.6%	0.0%
sampling_872_35_trimmed.fastq	792	445	56.2%	208	7661	447	15	20	0	182	71.1%	0.8%	0.4%	0.0%
sampling_872_360_trimmed.fastq	810	425	52.5%	225	7293	443	11	24	0	196	69.3%	0.6%	0.5%	0.0%
sampling_872_361_trimmed.fastq	801	446	55.7%	191	7759	487	18	38	0	180	73.0%	0.9%	0.7%	0.0%
sampling_872_362_trimmed.fastq	806	451	56.0%	204	7647	497	14	23	0	221	69.2%	0.7%	0.5%	0.0%
sampling_872_363_trimmed.fastq	798	469	58.8%	207	8065	483	11	20	0	251	65.8%	0.5%	0.4%	0.0%
sampling_872_364_trimmed.fastq	802	442	55.1%	205	7528	466	12	22	0	235	66.5%	0.6%	0.5%	0.0%
sampling_872_365_trimmed.fastq	801	443	55.3%	210	7766	555	14	23	0	247	69.2%	0.7%	0.5%	0.0%
sampling_872_366_trimmed.fastq	807	460	57.0%	200	7955	449	11	25	0	207	68.4%	0.5%	0.5%	0.0%
sampling_872_367_trimmed.fastq	803	476	59.3%	192	8302	519	18	32	0	221	70.1%	0.9%	0.6%	0.0%
sampling_872_368_trimmed.fastq	808	439	54.3%	209	7670	467	17	34	0	203	69.7%	0.9%	0.7%	0.0%
sampling_872_369_trimmed.fastq	791	434	54.9%	202	7263	487	13	18	0	176	73.5%	0.7%	0.4%	0.0%
sampling_872_36_trimmed.fastq	809	462	57.1%	210	7975	480	14	32	0	239	66.8%	0.7%	0.6%	0.0%
sampling_872_370_trimmed.fastq	803	460	57.3%	209	7806	443	11	30	0	241	64.8%	0.5%	0.6%	0.0%
sampling_872_371_trimmed.fastq	811	462	57.0%	222	8080	577	12	42	0	241	70.5%	0.6%	0.8%	0.0%
sampling_872_372_trimmed.fastq	806	452	56.1%	191	7507	504	10	30	0	204	71.2%	0.5%	0.6%	0.0%
sampling_872_373_trimmed.fastq	808	455	56.3%	214	7778	489	17	30	1	195	71.5%	0.8%	0.6%	33.3%
sampling_872_374_trimmed.fastq	806	454	56.3%	204	7751	482	15	42	1	257	65.2%	0.8%	0.8%	20.0%
sampling_872_375_trimmed.fastq	816	471	57.7%	187	8151	497	11	30	0	178	73.6%	0.5%	0.6%	0.0%
sampling_872_376_trimmed.fastq	803	444	55.3%	223	7621	483	13	25	0	197	71.0%	0.7%	0.5%	0.0%
sampling_872_377_trimmed.fastq	800	432	54.0%	225	7587	496	12	31	0	221	69.2%	0.6%	0.6%	0.0%
sampling_872_378_trimmed.fastq	816	449	55.0%	202	7502	449	13	34	0	222	66.9%	0.7%	0.7%	0.0%
sampling_872_379_trimmed.fastq	804	458	57.0%	202	7862	536	11	24	0	204	72.4%	0.5%	0.5%	0.0%
sampling_872_37_trimmed.fastq	800	462	57.8%	200	8258	490	13	29	0	233	67.8%	0.6%	0.5%	0.0%
sampling_872_380_trimmed.fastq	801	452	56.4%	204	7622	456	14	29	0	189	70.7%	0.7%	0.6%	0.0%
sampling_872_381_trimmed.fastq	798	444	55.6%	210	7555	510	5	23	0	193	72.5%	0.3%	0.5%	0.0%
sampling_872_382_trimmed.fastq	797	418	52.4%	206	7137	478	10	26	0	187	71.9%	0.5%	0.6%	0.0%
sampling_872_383_trimmed.fastq	790	451	57.1%	196	7792	483	10	29	0	195	71.2%	0.5%	0.6%	0.0%
sampling_872_384_trimmed.fastq	799	460	57.6%	210	7908	479	15	24	0	196	71.0%	0.7%	0.5%	0.0%
sampling_872_385_trimmed.fastq	803	468	58.3%	191	8009	569	17	22	0	191	74.9%	0.9%	0.4%	0.0%
sampling_872_386_trimmed.fastq	782	455	58.2%	185	7878	537	9	35	0	196	73.3%	0.5%	0.7%	0.0%
sampling_872_387_trimmed.fastq	816	466	57.1%	191	7862	473	20	22	0	219	68.4%	1.0%	0.4%	0.0%
sampling_872_388_trimmed.fastq	814	454	55.8%	201	7997	521	17	26	0	242	68.3%	0.9%	0.5%	0.0%
sampling_872_389_trimmed.fastq	804	451	56.1%	202	7695	434	16	26	0	178	70.9%	0.8%	0.5%	0.0%
sampling_872_38_trimmed.fastq	812	468	57.6%	200	7769	500	11	21	0	235	68.0%	0.5%	0.4%	0.0%
sampling_872_390_trimmed.fastq	808	467	57.8%	179	8197	514	15	37	0	243	67.9%	0.7%	0.7%	0.0%
sampling_872_391_trimmed.fastq	810	425	52.5%	211	7195	424	14	28	0	196	68.4%	0.8%	0.6%	0.0%
sampling_872_392_trimmed.fastq	817	446	54.6%	219	7688	467	7	33	0	224	67.6%	0.4%	0.7%	0.0%
sampling_872_393_trimmed.fastq	806	453	56.2%	214	7961	538	11	32	0	173	75.7%	0.5%	0.6%	0.0%
sampling_872_394_trimmed.fastq	810	451	55.7%	214	7663	455	18	35	0	170	72.8%	0.9%	0.7%	0.0%
sampling_872_395_trimmed.fastq	808	435	53.8%	222	7256	405	4	29	0	187	68.4%	0.2%	0.6%	0.0%
sampling_872_396_trimmed.fastq	804	430	53.5%	220	7544	484	11	31	0	199	70.9%	0.6%	0.6%	0.0%
sampling_872_397_trimmed.fastq	804	433	53.9%	210	7518	493	14	32	0	231	68.1%	0.7%	0.7%	0.0%
sampling_872_398_trimmed.fastq	804	460	57.2%	186	7870	483	14	33	0	225	68.2%	0.7%	0.6%	
sampling_872_399_trimmed.fastq	815	450	55.2%	213	7667	488	17	31	0	237	67.3%	0.9%	0.6%	0.0%
sampling_872_39_trimmed.fastq	811	440	54.3%	224	7546	458	14	39	0	199	69.7%	0.7%	0.8%	0.0%
sampling_872_3_trimmed.fastq	813	463	56.9%	202	7963	487	11	25	0	206	70.3%	0.5%	0.5%	0.0%
sampling_872_400_trimmed.fastq	811	447	55.1%	213	7428	438	9	31	0	230	65.6%	0.5%	0.6%	0.0%
sampling_872_401_trimmed.fastq	803	443	55.2%	212	7597	458	8	37	0	224	67.2%	0.4%	0.7%	0.0%
sampling_872_402_trimmed.fastq	803	465	57.9%	189	8000	518	11	36	0	225	69.7%	0.5%	0.7%	0.0%
sampling_872_403_trimmed.fastq	823	452	54.9%	219	7478	474	13	26	0	244	66.0%	0.7%	0.5%	0.0%
sampling_872_404_trimmed.fastq	811	468	57.7%	205	8245	497	13	28	1	219	69.4%	0.6%	0.5%	20.0%
sampling_872_405_trimmed.fastq	812	474	58.4%	185	8216	550	25	29	0	236	70.0%	1.2%	0.5%	0.0%
sampling_872_406_trimmed.fastq	806	461	57.2%	208	7745	522	14	43	0	209	71.4%	0.7%	0.8%	0.0%
sampling_872_407_trimmed.fastq	800	457	57.1%	195	8103	469	18	30	0	277	62.9%	0.9%	0.6%	0.0%
sampling_872_408_trimmed.fastq	810	470	58.0%	189	7957	469	11	42	0	240	66.1%	0.5%	0.8%	0.0%
sampling_872_409_trimmed.fastq	804	446	55.5%	205	7624	508	12	34	0	207	71.0%	0.6%	0.7%	0.0%
sampling_872_40_trimmed.fastq	811	474	58.4%	200	7989	448	14	24	1	224	66.7%	0.7%	0.5%	12.5%
sampling_872_410_trimmed.fastq	815	455	55.8%	213	7782	457	17	45	0	221	67.4%	0.9%	0.9%	0.0%
sampling_872_411_trimmed.fastq	815	455	55.8%	206	7684	490	9	24	1	223	68.7%	0.4%	0.5%	16.7%
sampling_872_412_trimmed.fastq	805	428	53.2%	216	7326	411	7	28	0	203	66.9%	0.4%	0.6%	0.0%
sampling_872_413_trimmed.fastq	799	437	54.7%	203	7552	472	21	30	0	189	71.4%	1.1%	0.6%	0.0%
sampling_872_414_trimmed.fastq	804	454	56.5%	225	7876	506	11	29	0	205	71.2%	0.5%	0.6%	0.0%
sampling_872_415_trimmed.fastq	819	456	55.7%	203	7702	439	13	30	0	227	65.9%	0.7%	0.6%	0.0%
sampling_872_416_trimmed.fastq	805	486	60.4%	183	8477	535	8	25	1	205	72.3%	0.4%	0.4%	25.0%
sampling_872_417_trimmed.fastq	811	463	57.1%	191	7769	464	17	35	0	188	71.2%	0.8%	0.7%	0.0%
sampling_872_418_trimmed.fastq	818	435	53.2%	219	7574	497	13	28	0	200	71.3%	0.7%	0.6%	0.0%
sampling_872_419_trimmed.fastq	810	473	58.4%	201	8091	543	15	33	0	218	71.4%	0.7%	0.6%	0.0%
sampling_872_41_trimmed.fastq	788	438	55.6%	201	7720	486	9	39	0	223	68.5%	0.5%	0.8%	0.0%
sampling_872_420_trimmed.fastq	807	469	58.1%	178	8080	491	14	37	0	175	73.7%	0.7%	0.7%	0.0%
sampling_872_421_trimmed.fastq	798	446	55.9%	199	7866	463	16	33	0	242	65.7%	0.8%	0.6%	0.0%
sampling_872_422_trimmed.fastq	796	444	55.8%	218	7641	437	13	26	1	201	68.5%	0.6%	0.5%	20.0%
sampling_872_423_trimmed.fastq	806	453	56.2%	219	7797	522	10	30	0	205	71.8%	0.5%	0.6%	0.0%
sampling_872_424_trimmed.fastq	803	457	56.9%	205	7525	475	10	37	0	191	71.3%	0.5%	0.7%	0.0%
sampling_872_425_trimmed.fastq	808	438	54.2%	222	7599	486	11	25	0	172	73.9%	0.6%	0.5%	0.0%
sampling_872_426_trimmed.fastq	814	465	57.1%	201	8175	498	17	31	0	203	71.0%	0.8%	0.6%	0.0%
sampling_872_427_trimmed.fastq	807	440	54.5%	220	7756	502	11	20	0	265	65.4%	0.6%	0.4%	0.0%
sampling_872_428_trimmed.fastq	801	470	58.7%	204	8039	501	13	29	0	256	66.2%	0.6%	0.6%	0.0%
sampling_872_429_trimmed.fastq	805	444	55.2%	209	7670	501	5	35	1	172	74.4%	0.3%	0.7%	33.3%
sampling_872_42_trimmed.fastq	803	419	52.2%	212	7298	475	13	27	0	216	68.7%	0.7%	0.6%	0.0%
sampling_872_430_trimmed.fastq	814	468	57.5%	199	8322	535	17	33	0	231	69.8%	0.8%	0.6%	0.0%
sampling_872_431_trimmed.fastq	805	449	55.8%	206	7919	517	17	29	0	193	72.8%	0.8%	0.6%	0.0%
sampling_872_432_trimmed.fastq	800	430	53.8%	213	7712	492	12	31	1	233	67.9%	0.6%	0.6%	20.0%
sampling_872_433_trimmed.fastq	800	460	57.5%	190	7995	536	13	30	0	208	72.0%	0.6%	0.6%	0.0%
sampling_872_434_trimmed.fastq	803	431	53.7%	218	7306	446	10	24	0	233	65.7%	0.5%	0.5%	0.0%
sampling_872_435_trimmed.fastq	790	453	57.3%	182	7808	451	12	32	0	221	67.1%	0.6%	0.6%	
sampling_872_436_trimmed.fastq	802	448	55.9%	202	8001	514	20	27	0	198	72.2%	1.0%	0.5%	0.0%
sampling_872_437_trimmed.fastq	810	467	57.7%	198	8043	473	11	31	0	262	64.4%	0.5%	0.6%	0.0%
sampling_872_438_trimmed.fastq	793	459	57.9%	192	7785	428	11	31	0	222	65.8%	0.6%	0.6%	0.0%
sampling_872_439_trimmed.fastq	801	424	52.9%	215	7184	485	10	24	0	217	69.1%	0.6%	0.5%	0.0%
sampling_872_43_trimmed.fastq	799	433	54.2%	217	7400	438	14	36	0	210	67.6%	0.8%	0.7%	0.0%
sampling_872_440_trimmed.fastq	815	426	52.3%	215	7420	490	12	23	0	228	68.2%	0.6%	0.5%	0.0%
sampling_872_441_trimmed.fastq	822	451	54.9%	206	7794	454	22	29	0	231	66.3%	1.1%	0.6%	
sampling_872_442_trimmed.fastq	801	441	55.1%	214	7704	490	8	33	0	251	66.1%	0.4%	0.7%	0.0%
sampling_872_443_trimmed.fastq	813	463	56.9%	228	7916	509	15	27	0	212	70.6%	0.8%	0.5%	0.0%
sampling_872_444_trimmed.fastq	800	455	56.9%	197	7727	476	15	31	0	219	68.5%	0.7%	0.6%	0.0%
sampling_872_445_trimmed.fastq	805	442	54.9%	216	7400	491	13	31	0	225	68.6%	0.7%	0.6%	0.0%
sampling_872_446_trimmed.fastq	807	457	56.6%	186	7942	482	14	29	0	228	67.9%	0.7%	0.6%	0.0%
sampling_872_447_trimmed.fastq	792	455	57.4%	188	7713	448	22	32	0	269	62.5%	1.2%	0.6%	0.0%
sampling_872_448_trimmed.fastq	803	459	57.2%	191	8140	433	13	31	0	219	66.4%	0.6%	0.6%	0.0%
sampling_872_449_trimmed.fastq	802	441	55.0%	209	7782	498	15	25	0	232	68.2%	0.8%	0.5%	0.0%
sampling_872_44_trimmed.fastq	814	454	55.8%	201	7698	471	16	35	0	237	66.5%	0.8%	0.7%	0.0%
sampling_872_450_trimmed.fastq	800	461	57.6%	175	8029	521	12	38	0	291	64.2%	0.6%	0.7%	0.0%
sampling_872_451_trimmed.fastq	811	462	57.0%	207	7956	565	9	29	0	227	71.3%	0.4%	0.6%	0.0%
sampling_872_452_trimmed.fastq	798	435	54.5%	208	7602	465	10	27	0	227	67.2%	0.5%	0.5%	0.0%
sampling_872_453_trimmed.fastq	810	489	60.4%	191	8687	617	15	38	0	251	71.1%	0.7%	0.7%	0.0%
sampling_872_454_trimmed.fastq	813	464	57.1%	201	7996	513	12	26	0	258	66.5%	0.6%	0.5%	0.0%
sampling_872_455_trimmed.fastq	807	452	56.0%	209	7445	415	11	25	1	171	70.8%	0.6%	0.5%	25.0%
sampling_872_456_trimmed.fastq	804	439	54.6%	201	7701	446	9	31	0	236	65.4%	0.5%	0.6%	0.0%
sampling_872_457_trimmed.fastq	809	455	56.2%	207	7744	526	11	34	0	195	73.0%	0.6%	0.7%	0.0%
sampling_872_458_trimmed.fastq	802	450	56.1%	210	7569	406	8	36	0	212	65.7%	0.4%	0.7%	0.0%
sampling_872_459_trimmed.fastq	809	464	57.4%	208	8207	499	12	32	1	285	63.6%	0.6%	0.6%	12.5%
sampling_872_45_trimmed.fastq	792	433	54.7%	203	7438	467	8	41	0	221	67.9%	0.4%	0.8%	0.0%
sampling_872_460_trimmed.fastq	811	448	55.2%	212	7842	483	13	33	1	240	66.8%	0.7%	0.6%	20.0%
sampling_872_461_trimmed.fastq	815	476	58.4%	206	8386	557	14	26	0	208	72.8%	0.7%	0.5%	0.0%
sampling_872_462_trimmed.fastq	805	442	54.9%	202	7814	491	13	38	0	207	70.3%	0.7%	0.7%	0.0%
sampling_872_463_trimmed.fastq	819	438	53.5%	208	7557	491	13	20	0	207	70.3%	0.7%	0.4%	0.0%
sampling_872_464_trimmed.fastq	809	443	54.8%	196	7432	453	13	32	1	200	69.4%	0.7%	0.7%	50.0%
sampling_872_465_trimmed.fastq	797	453	56.8%	192	7674	426	15	41	0	216	66.4%	0.8%	0.8%	0.0%
sampling_872_466_trimmed.fastq	801	447	55.8%	218	7680	531	22	31	1	180	74.7%	1.1%	0.6%	50.0%
sampling_872_467_trimmed.fastq	785	446	56.8%	187	7624	474	14	23	0	192	71.2%	0.8%	0.5%	0.0%
sampling_872_468_trimmed.fastq	798	440	55.1%	212	7509	453	9	35	0	151	75.0%	0.5%	0.7%	0.0%
sampling_872_469_trimmed.fastq	788	446	56.6%	192	7641	557	16	22	0	249	69.1%	0.8%	0.4%	0.0%
sampling_872_46_trimmed.fastq	807	473	58.6%	204	8253	505	12	30	0	177	74.0%	0.6%	0.6%	0.0%
sampling_872_470_trimmed.fastq	808	446	55.2%	202	7385	469	15	25	0	183	71.9%	0.8%	0.5%	0.0%
sampling_872_471_trimmed.fastq	805	432	53.7%	206	7517	485	14	30	0	254	65.6%	0.7%	0.6%	0.0%
sampling_872_472_trimmed.fastq	815	461	56.6%	216	8147	523	8	30	0	202	72.1%	0.4%	0.6%	0.0%
sampling_872_473_trimmed.fastq	807	444	55.0%	191	7888	509	11	33	0	230	68.9%	0.5%	0.6%	0.0%
sampling_872_474_trimmed.fastq	801	447	55.8%	215	7757	438	11	27	0	225	66.1%	0.6%	0.5%	0.0%
sampling_872_475_trimmed.fastq	805	435	54.0%	221	7464	440	11	26	0	231	65.6%	0.6%	0.5%	0.0%
sampling_872_476_trimmed.fastq	808	459	56.8%	216	7780	534	5	38	0	176	75.2%	0.2%	0.8%	0.0%
sampling_872_477_trimmed.fastq	803	471	58.7%	197	8129	493	7	30	0	264	65.1%	0.3%	0.6%	0.0%
sampling_872_478_trimmed.fastq	818	490	59.9%	180	8202	522	16	33	0	221	70.3%	0.8%	0.6%	
sampling_872_479_trimmed.fastq	817	455	55.7%	212	7708	470	10	23	0	246	65.6%	0.5%	0.5%	0.0%
sampling_872_47_trimmed.fastq	798	431	54.0%	213	7390	449	18	21	0	204	68.8%	0.9%	0.4%	0.0%
sampling_872_480_trimmed.fastq	808	465	57.5%	193	7791	509	13	28	0	219	69.9%	0.6%	0.6%	0.0%
sampling_872_481_trimmed.fastq	803	461	57.4%	211	8062	500	19	32	0	268	65.1%	0.9%	0.6%	0.0%
sampling_872_482_trimmed.fastq	809	480	59.3%	165	8293	518	15	27	0	238	68.5%	0.7%	0.5%	0.0%
sampling_872_483_trimmed.fastq	807	425	52.7%	233	7347	480	12	30	0	207	69.9%	0.6%	0.6%	0.0%
sampling_872_484_trimmed.fastq	799	445	55.7%	215	7616	462	7	24	0	202	69.6%	0.4%	0.5%	0.0%
sampling_872_485_trimmed.fastq	799	444	55.6%	204	7508	486	10	30	0	201	70.7%	0.5%	0.6%	0.0%
sampling_872_486_trimmed.fastq	810	460	56.8%	202	7965	543	14	34	0	245	68.9%	0.7%	0.7%	0.0%
sampling_872_487_trimmed.fastq	799	458	57.3%	204	7917	469	11	27	0	206	69.5%	0.5%	0.5%	0.0%
sampling_872_488_trimmed.fastq	807	457	56.6%	208	7852	493	15	38	1	208	70.3%	0.8%	0.7%	25.0%
sampling_872_489_trimmed.fastq	793	473	59.6%	184	8196	509	8	39	1	256	66.5%	0.4%	0.7%	16.7%
sampling_872_48_trimmed.fastq	807	443	54.9%	207	7643	437	12	30	0	206	68.0%	0.6%	0.6%	0.0%
sampling_872_490_trimmed.fastq	808	457	56.6%	197	7952	523	17	32	0	222	70.2%	0.8%	0.6%	0.0%
sampling_872_491_trimmed.fastq	796	460	57.8%	207	8136	547	16	27	0	186	74.6%	0.8%	0.5%	0.0%
sampling_872_492_trimmed.fastq	793	422	53.2%	212	7371	438	16	29	0	197	69.0%	0.9%	0.6%	0.0%
sampling_872_493_trimmed.fastq	809	446	55.1%	214	7775	458	11	28	0	219	67.7%	0.6%	0.5%	0.0%
sampling_872_494_trimmed.fastq	805	444	55.2%	204	7745	538	9	29	0	205	72.4%	0.5%	0.6%	0.0%
sampling_872_495_trimmed.fastq	799	433	54.2%	201	7264	437	8	26	0	191	69.6%	0.4%	0.5%	0.0%
sampling_872_496_trimmed.fastq	797	449	56.3%	214	7889	472	13	33	0	191	71.2%	0.7%	0.6%	0.0%
sampling_872_497_trimmed.fastq	808	471	58.3%	191	8072	545	13	33	0	237	69.7%	0.6%	0.6%	0.0%
sampling_872_498_trimmed.fastq	799	462	57.8%	190	8204	531	9	41	0	242	68.7%	0.4%	0.8%	0.0%
sampling_872_499_trimmed.fastq	805	457	56.8%	213	7992	509	13	21	1	172	74.7%	0.6%	0.4%	33.3%
sampling_872_49_trimmed.fastq	810	436	53.8%	207	7343	472	8	25	0	236	66.7%	0.4%	0.5%	0.0%
sampling_872_4_trimmed.fastq	817	488	59.7%	198	8415	525	16	21	0	238	68.8%	0.7%	0.4%	0.0%
sampling_872_500_trimmed.fastq	806	444	55.1%	197	7568	455	11	33	0	226	66.8%	0.6%	0.7%	0.0%
sampling_872_501_trimmed.fastq	806	457	56.7%	193	7861	506	14	44	0	204	71.3%	0.7%	0.9%	0.0%
sampling_872_502_trimmed.fastq	814	475	58.4%	196	8021	507	16	30	0	184	73.4%	0.8%	0.6%	0.0%
sampling_872_503_trimmed.fastq	811	431	53.1%	216	7250	423	13	34	0	205	67.4%	0.7%	0.7%	0.0%
sampling_872_504_trimmed.fastq	798	459	57.5%	185	7807	473	9	29	0	276	63.2%	0.5%	0.6%	0.0%
sampling_872_505_trimmed.fastq	805	467	58.0%	192	8188	515	15	31	1	191	72.9%	0.7%	0.6%	100.0%
sampling_872_506_trimmed.fastq	798	445	55.8%	198	7495	468	12	30	1	244	65.7%	0.6%	0.6%	25.0%
sampling_872_507_trimmed.fastq	806	449	55.7%	209	7737	547	16	25	0	203	72.9%	0.8%	0.5%	0.0%
sampling_872_508_trimmed.fastq	810	464	57.3%	201	8112	503	8	35	0	240	67.7%	0.4%	0.7%	0.0%
sampling_872_509_trimmed.fastq	799	479	59.9%	184	8530	557	14	30	0	206	73.0%	0.6%	0.5%	0.0%
sampling_872_50_trimmed.fastq	798	434	54.4%	220	7478	522	10	26	1	181	74.3%	0.5%	0.5%	20.0%
sampling_872_510_trimmed.fastq	812	455	56.0%	200	7925	481	9	45	1	238	66.9%	0.5%	0.9%	14.3%
sampling_872_511_trimmed.fastq	789	441	55.9%	185	7534	495	13	31	0	147	77.1%	0.7%	0.6%	0.0%
sampling_872_512_trimmed.fastq	809	441	54.5%	213	7425	442	11	21	0	240	64.8%	0.6%	0.4%	0.0%
sampling_872_513_trimmed.fastq	808	451	55.8%	208	7850	495	9	32	0	210	70.2%	0.4%	0.6%	0.0%
sampling_872_514_trimmed.fastq	798	457	57.3%	206	7766	478	14	19	0	192	71.3%	0.7%	0.4%	0.0%
sampling_872_515_trimmed.fastq	797	431	54.1%	211	7478	479	5	30	0	216	68.9%	0.3%	0.6%	0.0%
sampling_872_516_trimmed.fastq	801	474	59.2%	191	8186	467	8	24	1	271	63.3%	0.4%	0.4%	16.7%
sampling_872_517_trimmed.fastq	807	471	58.4%	203	8158	478	11	39	2	185	72.1%	0.5%	0.7%	20.0%
sampling_872_518_trimmed.fastq	800	462	57.8%	196	7895	519	13	31	0	247	67.8%	0.7%	0.6%	0.0%
sampling_872_519_trimmed.fastq	805	461	57.3%	198	7810	463	9	22	0	252	64.8%	0.4%	0.4%	0.0%
sampling_872_51_trimmed.fastq	820	456	55.6%	220	8161	477	11	24	1	249	65.7%	0.5%	0.5%	20.0%
sampling_872_520_trimmed.fastq	808	462	57.2%	196	7837	451	12	28	0	225	66.7%	0.6%	0.5%	0.0%
